,Confirmed,Deaths,Recovered,People_partially_vaccinated,People_fully_vaccinated
2020-01-22,0,0,0,0.0,0.0
2020-01-23,0,0,0,0.0,0.0
2020-01-24,0,0,0,0.0,0.0
2020-01-25,0,0,0,0.0,0.0
2020-01-26,0,0,0,0.0,0.0
2020-01-27,0,0,0,0.0,0.0
2020-01-28,0,0,0,0.0,0.0
2020-01-29,0,0,0,0.0,0.0
2020-01-30,0,0,0,0.0,0.0
2020-01-31,0,0,0,0.0,0.0
2020-02-01,0,0,0,0.0,0.0
2020-02-02,0,0,0,0.0,0.0
2020-02-03,0,0,0,0.0,0.0
2020-02-04,0,0,0,0.0,0.0
2020-02-05,0,0,0,0.0,0.0
2020-02-06,0,0,0,0.0,0.0
2020-02-07,0,0,0,0.0,0.0
2020-02-08,0,0,0,0.0,0.0
2020-02-09,0,0,0,0.0,0.0
2020-02-10,0,0,0,0.0,0.0
2020-02-11,0,0,0,0.0,0.0
2020-02-12,0,0,0,0.0,0.0
2020-02-13,0,0,0,0.0,0.0
2020-02-14,0,0,0,0.0,0.0
2020-02-15,0,0,0,0.0,0.0
2020-02-16,0,0,0,0.0,0.0
2020-02-17,0,0,0,0.0,0.0
2020-02-18,0,0,0,0.0,0.0
2020-02-19,0,0,0,0.0,0.0
2020-02-20,0,0,0,0.0,0.0
2020-02-21,0,0,0,0.0,0.0
2020-02-22,0,0,0,0.0,0.0
2020-02-23,0,0,0,0.0,0.0
2020-02-24,0,0,0,0.0,0.0
2020-02-25,0,0,0,0.0,0.0
2020-02-26,1,0,0,0.0,0.0
2020-02-27,0,0,0,0.0,0.0
2020-02-28,0,0,0,0.0,0.0
2020-02-29,1,0,0,0.0,0.0
2020-03-01,0,0,0,0.0,0.0
2020-03-02,0,0,0,0.0,0.0
2020-03-03,0,0,0,0.0,0.0
2020-03-04,2,0,0,0.0,0.0
2020-03-05,0,0,0,0.0,0.0
2020-03-06,9,0,0,0.0,0.0
2020-03-07,0,0,0,0.0,0.0
2020-03-08,7,0,0,0.0,0.0
2020-03-09,5,0,0,0.0,0.0
2020-03-10,6,0,0,0.0,0.0
2020-03-11,7,0,0,0.0,0.0
2020-03-12,14,0,0,0.0,0.0
2020-03-13,99,0,0,0.0,0.0
2020-03-14,0,0,0,0.0,0.0
2020-03-15,11,0,0,0.0,0.0
2020-03-16,38,0,1,0.0,0.0
2020-03-17,121,1,1,0.0,0.0
2020-03-18,51,2,0,0.0,0.0
2020-03-19,249,3,0,0.0,0.0
2020-03-20,172,5,0,0.0,0.0
2020-03-21,228,4,0,0.0,0.0
2020-03-22,525,10,0,0.0,0.0
2020-03-23,378,9,0,0.0,0.0
2020-03-24,323,12,0,0.0,0.0
2020-03-25,307,13,0,0.0,0.0
